feature,mean_abs_shap,mean_feature_value
qfd_v3_accruals_ratio_d1,0.0,20.410628823731283
qfd_v2_net_margin_d1,0.0,-0.09733788516733437
qfd_v2_accruals_ratio_d1,0.0,20.410628823731283
qfd_av_latest_surprise_above_trailing_flag,0.0,0.4634146341463415
qfd_av_revision_magnitude_bucket,0.0,0.0
qfd_av_revision_direction_flag,0.0,0.036585365853658534
qfd_av_revision_surprise_same_sign_flag,0.0,0.15853658536585366
qfd_av_surprise_consistency_bucket,0.0,1.0853658536585367
qfd_prior_event_gap_bucket,0.0,1.670731707317073
qfd_prior_same_type_gap_bucket,0.0,2.2195121951219514
qfd_short_cycle_flag,0.0,0.14634146341463414
qfd_short_same_type_cycle_flag,0.0,0.5
