regime_name,regime_description,added_exclusions,model_name,cv_auc_mean,cv_log_loss_mean,holdout_auc,holdout_log_loss,top_shap_feature,holdout_auc_delta_vs_levels_only
levels_plus_deltas_plus_cross_sectional,Levels plus deltas plus sector-relative z-scores and percentile ranks.,[],xgboost,0.520038795547948,0.7931308711673795,0.5072173215717722,0.8017646519339432,earnings_growth_qoq,0.10264635124298316
levels_plus_deltas,"Levels plus delta, acceleration, stability, and event-history transforms.","[""qfd_v2_accruals_ratio_zsec"", ""qfd_v2_debt_to_assets_d1_ranksec"", ""qfd_v2_debt_to_assets_zsec"", ""qfd_v2_operating_margin_d1_ranksec"", ""qfd_v2_operating_margin_d1_zsec"", ""qfd_v2_profitability_profile_score_ranksec"", ""qfd_v2_roa_zsec""]",logistic_regression,0.5075809070741255,0.7985283646879523,0.4486768243785084,0.855430257735994,n/a,0.04410585404971934
levels_only,Raw quarterly/accounting levels only.,"[""qfd_av_estimate_breadth_mean"", ""qfd_av_latest_surprise_above_trailing_flag"", ""qfd_av_latest_surprise_vs_trailing_pct"", ""qfd_av_latest_surprise_vs_trailing_pct_abs"", ""qfd_av_latest_surprise_vs_trailing_pct_bucket"", ""qfd_av_revision_acceleration"", ""qfd_av_revision_breadth_pressure"", ""qfd_av_revision_direction_flag"", ""qfd_av_revision_magnitude_bucket"", ""qfd_av_revision_plus_surprise"", ""qfd_av_revision_pressure"", ""qfd_av_revision_surprise_same_sign_flag"", ""qfd_av_revision_x_growth_quality"", ""qfd_av_revision_x_surprise"", ""qfd_av_revision_x_surprise_capped"", ""qfd_av_surprise_consistency"", ""qfd_av_surprise_consistency_bucket"", ""qfd_av_surprise_pct_consistency"", ""qfd_av_surprise_x_financial_health"", ""qfd_av_trailing_surprise_pct_std_bucket"", ""qfd_av_trailing_surprise_pct_std_clipped"", ""qfd_delta_accruals_ratio"", ""qfd_delta_asset_turnover"", ""qfd_delta_earnings_growth_qoq"", ""qfd_delta_growth_quality_profile_score"", ""qfd_delta_liquidity_profile_score"", ""qfd_delta_net_margin"", ""qfd_delta_operating_margin"", ""qfd_delta_overall_financial_health_score"", ""qfd_delta_profitability_profile_score"", ""qfd_delta_revenue_growth_qoq"", ""qfd_delta_roa"", ""qfd_delta_solvency_profile_score"", ""qfd_event_gap_difference"", ""qfd_event_gap_ratio"", ""qfd_growth_delta_combo"", ""qfd_log_days_since_last_earnings_release"", ""qfd_log_days_since_prior_event"", ""qfd_log_days_since_prior_same_event_type"", ""qfd_margin_delta_combo"", ""qfd_prior_event_gap_bucket"", ""qfd_prior_same_type_gap_bucket"", ""qfd_profile_delta_combo"", ""qfd_short_cycle_flag"", ""qfd_short_same_type_cycle_flag"", ""qfd_v2_earnings_growth_yoy_accel"", ""qfd_v2_net_margin_accel"", ""qfd_v2_operating_margin_accel"", ""qfd_v2_revenue_growth_yoy_accel"", ""qfd_v2_accruals_ratio_zsec"", ""qfd_v2_debt_to_assets_d1_ranksec"", ""qfd_v2_debt_to_assets_zsec"", ""qfd_v2_operating_margin_d1_ranksec"", ""qfd_v2_operating_margin_d1_zsec"", ""qfd_v2_profitability_profile_score_ranksec"", ""qfd_v2_roa_zsec"", ""qfd_v2_accruals_ratio_d1"", ""qfd_v2_cfo_to_net_income_d1"", ""qfd_v2_cfo_to_net_income_d4"", ""qfd_v2_debt_to_assets_d1"", ""qfd_v2_earnings_growth_yoy_d4"", ""qfd_v2_gross_margin_d1"", ""qfd_v2_net_margin_d1"", ""qfd_v2_operating_margin_d1"", ""qfd_v2_revenue_growth_yoy_d4"", ""qfd_v2_roa_d1"", ""qfd_v2_working_capital_to_total_assets_d1"", ""qfd_v2_cfo_to_net_income_stb4q"", ""qfd_v2_earnings_growth_yoy_stb4q"", ""qfd_v2_net_margin_pos_count_stb4q"", ""qfd_v2_net_margin_stb4q"", ""qfd_v2_operating_margin_pos_count_stb4q"", ""qfd_v2_operating_margin_stb4q"", ""qfd_v2_revenue_growth_yoy_stb4q"", ""qfd_v3_accruals_ratio_d1"", ""qfd_v3_capex_intensity_d1"", ""qfd_v3_cfo_to_net_income_d1"", ""qfd_v3_free_cash_flow_margin_d1"", ""qfd_v3_free_cash_flow_to_net_income_d1"", ""qfd_v3_gross_margin_d1"", ""qfd_v3_interest_coverage_d1"", ""qfd_v3_leverage_change_qoq_d1"", ""qfd_v3_net_margin_d1"", ""qfd_v3_operating_margin_d1"", ""qfd_v3_shareholder_payout_ratio_d1"", ""qfd_v3_total_debt_to_assets_d1""]",logistic_regression,0.4879850396113449,0.7502936279123682,0.4045709703287891,0.8390734871721157,n/a,0.0
