benchmark_name,selected_model_name,usable_feature_count_last_fold,base_or_other,acceleration,cross_sectional,delta,delta_refined,legacy_delta,level,stability
quarterly_final_core_confirmation,random_forest,116,41,2,7,7,6,45,7,1
